Name,Garment_Name,Experience_Years,Job_Role,Working_Hours_Per_Week,Exposure_To_Chemicals,Machine_Use,Workstation_Ergonomics,Injury_History,Health_Condition,Safety_Training,Shift_Type,Task_Rotation_Frequency,Job_Risk
Shamina Begum,Pallmall Group,1,Sewing,39,Low,Unknown,Average,0,Healthy,Basic,Evening,Rare,Medium
Rahim Ahmed,Pallmall Group,25,Sewing,41,Unknown,Light,Poor,0,Minor_Chronic,Basic,Day,Occasional,Low
Shahidul Islam,Pallmall Group,13,Sewing,48,Medium,Light,Average,2,Healthy,Basic,Day,Frequent,Low
Shamina Begum,Pallmall Group,6,Machine_Maintenance,49,Unknown,Light,Poor,1,Serious_Chronic,Basic,Day,Rare,High
Nazia Sultana,Pallmall Group,2,Packaging,48,Medium,Light,Poor,0,Healthy,Unknown,Night,Occasional,High
Mushfiqur Rahman,Pallmall Group,22,Machine_Maintenance,57,Medium,Light,Poor,2,Healthy,Unknown,Day,Frequent,High
Fariha Khan,Pallmall Group,17,Dyeing,66,Unknown,Light,Average,1,Healthy,Advanced,Night,Frequent,Medium
Rasel Hossain,Pallmall Group,37,Ironing,47,Medium,Light,Average,0,Healthy,Basic,Day,Rare,Low
Mariam Noor,Pallmall Group,34,Sewing,51,Unknown,Light,Good,0,Healthy,Basic,Night,Rare,Low
Shahidul Islam,Pallmall Group,14,Packaging,50,Unknown,Light,Poor,2,Healthy,Unknown,Day,Rare,High
Shahidul Islam,Pallmall Group,24,Dyeing,34,High,Unknown,Average,0,Healthy,Basic,Day,Occasional,Medium
Shamina Begum,Pallmall Group,36,Supervisor,36,Low,Light,Average,1,Minor_Chronic,Basic,Day,Frequent,Low
Rasel Hossain,Pallmall Group,27,Sewing,28,Unknown,Light,Average,1,Minor_Chronic,Basic,Evening,Occasional,Low
Taslima Akter,Pallmall Group,9,Ironing,53,Unknown,Light,Good,0,Healthy,Basic,Evening,Frequent,Low
Rahim Ahmed,Pallmall Group,38,Dyeing,65,Unknown,Light,Average,0,Healthy,Unknown,Day,Occasional,Medium
Fariha Khan,Pallmall Group,16,Dyeing,65,High,Light,Good,0,Healthy,Basic,Day,Occasional,High
Mariam Noor,Pallmall Group,38,Ironing,49,Unknown,Unknown,Average,0,Minor_Chronic,Advanced,Evening,Rare,Low
Mushfiqur Rahman,Pallmall Group,21,Packaging,37,Unknown,Heavy,Average,1,Healthy,Basic,Night,Rare,Low
Taslima Akter,Pallmall Group,25,Sewing,33,Unknown,Unknown,Average,0,Healthy,Basic,Night,Rare,Low
Fariha Khan,Pallmall Group,24,Packaging,44,Unknown,Heavy,Good,1,Healthy,Basic,Evening,Rare,Low
Rasel Hossain,Pallmall Group,16,Dyeing,65,Unknown,Light,Good,0,Healthy,Basic,Day,Rare,Low
Mushfiqur Rahman,Pallmall Group,12,Machine_Maintenance,51,Unknown,Light,Average,0,Minor_Chronic,Advanced,Day,Rare,Low
Abdul Latif,Pallmall Group,19,Packaging,37,Unknown,Light,Good,0,Minor_Chronic,Basic,Night,Occasional,Low
Rasel Hossain,Pallmall Group,24,Cutting,35,Unknown,Unknown,Poor,2,Healthy,Advanced,Night,Occasional,Medium
Taslima Akter,Pallmall Group,3,Sewing,48,Medium,Light,Good,1,Healthy,Unknown,Night,Rare,High
Abdul Latif,Pallmall Group,9,Supervisor,33,Unknown,Unknown,Poor,0,Healthy,Advanced,Evening,Occasional,Low
Fariha Khan,Pallmall Group,2,Ironing,48,Medium,Light,Poor,0,Healthy,Basic,Night,Occasional,Medium
Shahidul Islam,Pallmall Group,40,Machine_Maintenance,66,Medium,Light,Poor,1,Healthy,Unknown,Night,Occasional,High
Fariha Khan,Pallmall Group,17,Sewing,51,Medium,Heavy,Good,1,Healthy,Unknown,Evening,Occasional,Medium
Nazia Sultana,Pallmall Group,35,Dyeing,60,Medium,Light,Good,0,Minor_Chronic,Basic,Evening,Occasional,High
Shamina Begum,Pallmall Group,21,Packaging,45,Unknown,Heavy,Good,1,Minor_Chronic,Basic,Day,Frequent,Low
Nazia Sultana,Pallmall Group,33,Machine_Maintenance,55,Unknown,Light,Good,3,Healthy,Basic,Evening,Rare,Medium
Shamina Begum,Pallmall Group,7,Cutting,59,Unknown,Unknown,Average,0,Healthy,Basic,Night,Rare,Medium
Shahidul Islam,Pallmall Group,39,Packaging,39,Unknown,Light,Good,1,Healthy,Unknown,Day,Rare,Low
Mushfiqur Rahman,Pallmall Group,18,Ironing,54,Low,Light,Good,1,Minor_Chronic,Basic,Evening,Occasional,Low
Rasel Hossain,Pallmall Group,40,Sewing,37,Low,Light,Average,0,Minor_Chronic,Basic,Day,Occasional,Low
Mariam Noor,Pallmall Group,36,Packaging,59,Medium,Light,Poor,0,Healthy,Basic,Night,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,5,Packaging,53,Unknown,Light,Average,0,Healthy,Unknown,Evening,Rare,Low
Mushfiqur Rahman,Pallmall Group,25,Machine_Maintenance,52,Medium,Heavy,Good,0,Minor_Chronic,Unknown,Night,Occasional,High
Mushfiqur Rahman,Pallmall Group,33,Ironing,38,Unknown,Light,Good,0,Healthy,Basic,Evening,Occasional,Low
Rasel Hossain,Pallmall Group,5,Sewing,50,Unknown,Heavy,Good,0,Healthy,Advanced,Day,Rare,Medium
Nazia Sultana,Pallmall Group,36,Sewing,61,Unknown,Heavy,Good,2,Healthy,Basic,Day,Occasional,High
Rasel Hossain,Pallmall Group,32,Cutting,67,Medium,Heavy,Good,0,Healthy,Unknown,Evening,Frequent,High
Shamina Begum,Pallmall Group,21,Cutting,50,Unknown,Light,Average,1,Healthy,Unknown,Day,Occasional,Low
Shamina Begum,Pallmall Group,20,Packaging,56,High,Unknown,Average,3,Healthy,Basic,Evening,Rare,High
Abdul Latif,Pallmall Group,5,Cutting,58,Medium,Light,Poor,0,Healthy,Basic,Day,Frequent,High
Rahim Ahmed,Pallmall Group,5,Machine_Maintenance,34,Medium,Light,Average,1,Minor_Chronic,Basic,Night,Rare,Medium
Taslima Akter,Pallmall Group,3,Supervisor,67,Unknown,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Fariha Khan,Pallmall Group,29,Dyeing,60,Medium,Unknown,Good,0,Healthy,Basic,Night,Rare,High
Shamina Begum,Pallmall Group,10,Machine_Maintenance,48,Medium,Light,Average,0,Healthy,Basic,Evening,Frequent,Medium
Fariha Khan,Pallmall Group,29,Packaging,29,Unknown,Unknown,Poor,0,Healthy,Basic,Day,Rare,Low
Taslima Akter,Pallmall Group,30,Ironing,45,Unknown,Heavy,Poor,0,Healthy,Unknown,Evening,Rare,High
Shahidul Islam,Pallmall Group,23,Sewing,60,Unknown,Unknown,Average,2,Healthy,Basic,Night,Frequent,Medium
Abdul Latif,Pallmall Group,8,Ironing,64,Unknown,Light,Average,0,Healthy,Basic,Evening,Occasional,Low
Mushfiqur Rahman,Pallmall Group,2,Ironing,61,Low,Heavy,Average,0,Minor_Chronic,Advanced,Day,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,30,Packaging,47,High,Unknown,Poor,1,Minor_Chronic,Advanced,Night,Rare,High
Rahim Ahmed,Pallmall Group,39,Ironing,62,Unknown,Light,Average,1,Minor_Chronic,Basic,Day,Occasional,Low
Shamina Begum,Pallmall Group,36,Machine_Maintenance,45,Low,Heavy,Poor,1,Healthy,Unknown,Day,Frequent,High
Mushfiqur Rahman,Pallmall Group,35,Packaging,51,High,Light,Average,0,Healthy,Basic,Evening,Occasional,Low
Rahim Ahmed,Pallmall Group,23,Sewing,35,Unknown,Unknown,Average,0,Healthy,Basic,Day,Frequent,Low
Abdul Latif,Pallmall Group,30,Supervisor,57,Medium,Light,Average,0,Minor_Chronic,Advanced,Day,Frequent,Low
Shamina Begum,Pallmall Group,5,Ironing,37,Low,Light,Average,1,Healthy,Basic,Evening,Occasional,Medium
Rahim Ahmed,Pallmall Group,1,Cutting,50,Low,Light,Poor,0,Minor_Chronic,Advanced,Evening,Rare,High
Shahidul Islam,Pallmall Group,19,Dyeing,38,Unknown,Unknown,Good,1,Healthy,Basic,Day,Rare,Low
Rahim Ahmed,Pallmall Group,27,Sewing,29,Low,Light,Average,1,Minor_Chronic,Advanced,Evening,Rare,Low
Rasel Hossain,Pallmall Group,10,Dyeing,53,Unknown,Light,Poor,1,Minor_Chronic,Basic,Evening,Occasional,Medium
Shahidul Islam,Pallmall Group,3,Ironing,63,Medium,Heavy,Poor,0,Healthy,Basic,Evening,Frequent,High
Shahidul Islam,Pallmall Group,14,Cutting,60,Unknown,Light,Average,0,Minor_Chronic,Basic,Night,Occasional,Low
Mushfiqur Rahman,Pallmall Group,5,Supervisor,40,Medium,Heavy,Poor,0,Healthy,Advanced,Day,Frequent,Medium
Shamina Begum,Pallmall Group,29,Ironing,67,Unknown,Light,Poor,1,Serious_Chronic,Basic,Evening,Frequent,High
Rahim Ahmed,Pallmall Group,37,Sewing,52,Unknown,Light,Average,6,Minor_Chronic,Advanced,Evening,Frequent,High
Shamina Begum,Pallmall Group,1,Ironing,31,Low,Light,Average,2,Serious_Chronic,Basic,Evening,Frequent,High
Abdul Latif,Pallmall Group,14,Machine_Maintenance,46,Unknown,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Fariha Khan,Pallmall Group,10,Sewing,45,Medium,Light,Average,0,Healthy,Advanced,Day,Frequent,Low
Nazia Sultana,Pallmall Group,7,Sewing,64,High,Heavy,Poor,2,Minor_Chronic,Advanced,Day,Occasional,High
Taslima Akter,Pallmall Group,25,Sewing,57,Medium,Light,Good,0,Serious_Chronic,Advanced,Evening,Occasional,Medium
Shahidul Islam,Pallmall Group,4,Sewing,46,Unknown,Light,Poor,0,Healthy,Basic,Day,Occasional,Low
Shahidul Islam,Pallmall Group,5,Packaging,50,Low,Light,Average,1,Healthy,Advanced,Day,Occasional,Medium
Nazia Sultana,Pallmall Group,25,Packaging,43,Low,Heavy,Poor,2,Healthy,Advanced,Evening,Occasional,High
Shahidul Islam,Pallmall Group,3,Cutting,28,Medium,Light,Good,0,Minor_Chronic,Basic,Night,Occasional,Medium
Rasel Hossain,Pallmall Group,18,Packaging,39,Unknown,Light,Average,1,Minor_Chronic,Advanced,Day,Rare,Low
Mariam Noor,Pallmall Group,19,Cutting,51,Unknown,Light,Poor,0,Healthy,Unknown,Night,Rare,High
Rahim Ahmed,Pallmall Group,32,Supervisor,61,Low,Light,Average,0,Healthy,Unknown,Day,Occasional,Low
Taslima Akter,Pallmall Group,19,Supervisor,35,Unknown,Heavy,Poor,1,Healthy,Basic,Day,Frequent,Low
Abdul Latif,Pallmall Group,11,Cutting,45,Unknown,Heavy,Average,1,Healthy,Unknown,Evening,Occasional,Medium
Mariam Noor,Pallmall Group,0,Packaging,32,Unknown,Light,Average,0,Minor_Chronic,Basic,Day,Rare,Low
Shamina Begum,Pallmall Group,25,Packaging,53,Medium,Light,Poor,0,Healthy,Basic,Night,Frequent,Medium
Mushfiqur Rahman,Pallmall Group,13,Cutting,57,Medium,Heavy,Average,2,Healthy,Unknown,Day,Frequent,High
Taslima Akter,Pallmall Group,37,Sewing,40,Low,Light,Poor,0,Minor_Chronic,Basic,Day,Frequent,Low
Abdul Latif,Pallmall Group,36,Ironing,46,Unknown,Heavy,Average,2,Healthy,Basic,Evening,Occasional,Medium
Shamina Begum,Pallmall Group,10,Packaging,56,Unknown,Light,Average,1,Healthy,Unknown,Evening,Rare,Medium
Mushfiqur Rahman,Pallmall Group,35,Supervisor,30,High,Unknown,Average,0,Minor_Chronic,Unknown,Night,Rare,Medium
Mariam Noor,Pallmall Group,12,Packaging,53,High,Unknown,Good,0,Healthy,Basic,Day,Occasional,Low
Shamina Begum,Pallmall Group,2,Packaging,67,Medium,Light,Average,0,Minor_Chronic,Advanced,Day,Rare,Medium
Nazia Sultana,Pallmall Group,32,Dyeing,39,Medium,Heavy,Good,0,Healthy,Advanced,Day,Rare,High
Mariam Noor,Pallmall Group,5,Packaging,29,Unknown,Unknown,Average,1,Minor_Chronic,Unknown,Evening,Frequent,Medium
Shahidul Islam,Pallmall Group,9,Packaging,38,Medium,Light,Poor,0,Healthy,Basic,Evening,Occasional,Medium
Taslima Akter,Pallmall Group,4,Cutting,55,Unknown,Light,Average,0,Healthy,Basic,Night,Rare,Low
Abdul Latif,Pallmall Group,22,Ironing,45,Unknown,Heavy,Average,0,Healthy,Basic,Evening,Rare,Low
Nazia Sultana,Pallmall Group,9,Packaging,40,Low,Light,Average,1,Serious_Chronic,Advanced,Night,Occasional,Medium
Rasel Hossain,Pallmall Group,1,Sewing,64,Unknown,Heavy,Poor,0,Serious_Chronic,Basic,Night,Rare,High
Fariha Khan,Pallmall Group,12,Packaging,49,Unknown,Unknown,Poor,1,Healthy,Basic,Day,Occasional,Low
Nazia Sultana,Pallmall Group,39,Sewing,39,Unknown,Heavy,Average,1,Healthy,Basic,Day,Rare,Low
Mariam Noor,Pallmall Group,1,Ironing,29,Unknown,Light,Average,2,Healthy,Advanced,Day,Frequent,Medium
Rahim Ahmed,Pallmall Group,19,Packaging,64,Medium,Light,Average,1,Healthy,Basic,Day,Frequent,Medium
Rasel Hossain,Pallmall Group,0,Sewing,34,Unknown,Heavy,Poor,1,Minor_Chronic,Basic,Day,Occasional,High
Fariha Khan,Pallmall Group,36,Sewing,53,Unknown,Light,Good,1,Healthy,Basic,Day,Occasional,Low
Rasel Hossain,Pallmall Group,8,Cutting,53,Unknown,Light,Good,2,Minor_Chronic,Basic,Day,Rare,Low
Nazia Sultana,Pallmall Group,16,Machine_Maintenance,51,Unknown,Light,Poor,0,Minor_Chronic,Advanced,Day,Occasional,Low
Mushfiqur Rahman,Pallmall Group,8,Sewing,39,Unknown,Light,Poor,0,Healthy,Unknown,Day,Occasional,Low
Shahidul Islam,Pallmall Group,10,Machine_Maintenance,43,Low,Light,Good,0,Minor_Chronic,Basic,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,14,Sewing,50,Unknown,Light,Good,0,Healthy,Basic,Day,Rare,Low
Fariha Khan,Pallmall Group,23,Supervisor,67,Medium,Unknown,Average,0,Healthy,Unknown,Day,Rare,Medium
Shamina Begum,Pallmall Group,37,Supervisor,36,High,Light,Good,0,Minor_Chronic,Unknown,Day,Rare,Low
Shahidul Islam,Pallmall Group,34,Ironing,59,Low,Unknown,Average,0,Healthy,Basic,Night,Occasional,Medium
Shamina Begum,Pallmall Group,29,Ironing,42,Unknown,Heavy,Poor,0,Healthy,Basic,Day,Occasional,Low
Nazia Sultana,Pallmall Group,30,Ironing,64,Unknown,Unknown,Average,0,Minor_Chronic,Basic,Night,Occasional,Low
Shamina Begum,Pallmall Group,4,Dyeing,40,Medium,Light,Average,0,Healthy,Unknown,Evening,Occasional,High
Shamina Begum,Pallmall Group,13,Sewing,32,Low,Unknown,Good,0,Healthy,Advanced,Day,Rare,Low
Abdul Latif,Pallmall Group,10,Sewing,38,Medium,Unknown,Poor,1,Minor_Chronic,Advanced,Day,Frequent,Medium
Shamina Begum,Pallmall Group,8,Sewing,37,Medium,Light,Average,0,Healthy,Advanced,Day,Occasional,Low
Shamina Begum,Pallmall Group,33,Cutting,40,Medium,Light,Average,0,Serious_Chronic,Basic,Day,Rare,Medium
Taslima Akter,Pallmall Group,11,Sewing,68,High,Unknown,Average,0,Healthy,Basic,Evening,Occasional,Medium
Fariha Khan,Pallmall Group,34,Dyeing,42,Low,Unknown,Average,1,Healthy,Basic,Night,Occasional,Medium
Shamina Begum,Pallmall Group,34,Supervisor,34,Unknown,Unknown,Good,0,Minor_Chronic,Unknown,Night,Rare,Low
Taslima Akter,Pallmall Group,0,Cutting,67,High,Heavy,Average,2,Healthy,Advanced,Evening,Occasional,High
Shahidul Islam,Pallmall Group,39,Dyeing,55,Low,Light,Average,0,Minor_Chronic,Advanced,Day,Frequent,Low
Mushfiqur Rahman,Pallmall Group,21,Cutting,59,Unknown,Unknown,Good,0,Serious_Chronic,Advanced,Day,Rare,Medium
Abdul Latif,Pallmall Group,28,Packaging,62,Low,Light,Poor,0,Minor_Chronic,Basic,Evening,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,7,Machine_Maintenance,42,Low,Light,Good,0,Healthy,Advanced,Night,Rare,Medium
Shamina Begum,Pallmall Group,10,Machine_Maintenance,63,Medium,Heavy,Average,1,Healthy,Advanced,Day,Frequent,High
Mushfiqur Rahman,Pallmall Group,40,Supervisor,48,Low,Heavy,Average,1,Minor_Chronic,Basic,Night,Rare,Medium
Rahim Ahmed,Pallmall Group,36,Sewing,33,Unknown,Light,Average,0,Healthy,Basic,Day,Rare,Low
Mushfiqur Rahman,Pallmall Group,13,Packaging,28,High,Unknown,Good,1,Healthy,Basic,Day,Occasional,Medium
Taslima Akter,Pallmall Group,29,Packaging,31,Medium,Light,Poor,0,Healthy,Unknown,Night,Rare,Medium
Nazia Sultana,Pallmall Group,34,Sewing,38,Low,Heavy,Average,0,Healthy,Advanced,Night,Rare,Medium
Fariha Khan,Pallmall Group,20,Supervisor,53,Unknown,Heavy,Average,0,Healthy,Basic,Evening,Rare,Low
Abdul Latif,Pallmall Group,36,Sewing,64,Unknown,Light,Average,0,Serious_Chronic,Basic,Day,Rare,Low
Shamina Begum,Pallmall Group,4,Packaging,50,Low,Light,Average,0,Healthy,Basic,Day,Rare,Low
Mushfiqur Rahman,Pallmall Group,18,Sewing,56,Unknown,Light,Good,0,Healthy,Basic,Day,Frequent,Low
Rahim Ahmed,Pallmall Group,13,Cutting,48,Unknown,Light,Good,0,Minor_Chronic,Unknown,Evening,Frequent,Low
Nazia Sultana,Pallmall Group,25,Packaging,54,Low,Light,Average,1,Healthy,Advanced,Day,Occasional,Low
Shamina Begum,Pallmall Group,3,Ironing,66,Unknown,Light,Average,0,Minor_Chronic,Unknown,Evening,Occasional,Medium
Shahidul Islam,Pallmall Group,24,Cutting,67,Unknown,Unknown,Average,2,Healthy,Advanced,Day,Occasional,Medium
Rahim Ahmed,Pallmall Group,24,Cutting,40,Unknown,Light,Poor,0,Minor_Chronic,Advanced,Day,Occasional,Low
Rasel Hossain,Pallmall Group,17,Packaging,50,Unknown,Light,Good,1,Healthy,Unknown,Evening,Occasional,Low
Shahidul Islam,Pallmall Group,39,Sewing,43,Medium,Unknown,Good,2,Minor_Chronic,Advanced,Night,Occasional,Medium
Rahim Ahmed,Pallmall Group,7,Cutting,57,Unknown,Unknown,Good,0,Healthy,Basic,Day,Occasional,Low
Mushfiqur Rahman,Pallmall Group,38,Machine_Maintenance,31,Unknown,Light,Average,1,Healthy,Basic,Night,Occasional,Medium
Rasel Hossain,Pallmall Group,39,Packaging,67,Low,Heavy,Average,0,Healthy,Basic,Day,Occasional,Low
Shahidul Islam,Pallmall Group,13,Cutting,43,High,Heavy,Poor,0,Serious_Chronic,Basic,Evening,Occasional,High
Mariam Noor,Pallmall Group,31,Packaging,58,Low,Unknown,Average,1,Healthy,Unknown,Night,Frequent,Medium
Shamina Begum,Pallmall Group,37,Packaging,52,Unknown,Light,Average,2,Healthy,Advanced,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,32,Machine_Maintenance,39,Unknown,Light,Good,1,Healthy,Basic,Day,Frequent,Low
Mariam Noor,Pallmall Group,22,Ironing,53,Medium,Light,Good,1,Healthy,Unknown,Day,Occasional,Medium
Shahidul Islam,Pallmall Group,14,Sewing,64,Unknown,Light,Good,0,Healthy,Basic,Day,Rare,Low
Fariha Khan,Pallmall Group,32,Sewing,60,Low,Heavy,Good,1,Minor_Chronic,Basic,Evening,Occasional,Medium
Shahidul Islam,Pallmall Group,24,Sewing,55,Unknown,Light,Poor,1,Minor_Chronic,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,16,Dyeing,36,Unknown,Heavy,Average,0,Serious_Chronic,Unknown,Day,Occasional,High
Rahim Ahmed,Pallmall Group,32,Sewing,39,Medium,Heavy,Poor,0,Minor_Chronic,Basic,Evening,Occasional,Medium
Shahidul Islam,Pallmall Group,1,Dyeing,32,Low,Heavy,Poor,1,Healthy,Unknown,Evening,Rare,High
Nazia Sultana,Pallmall Group,13,Cutting,55,Low,Light,Average,1,Minor_Chronic,Basic,Day,Frequent,Low
Shamina Begum,Pallmall Group,39,Sewing,62,Unknown,Light,Average,2,Healthy,Advanced,Evening,Frequent,Low
Rahim Ahmed,Pallmall Group,39,Machine_Maintenance,32,Unknown,Light,Average,2,Minor_Chronic,Unknown,Evening,Occasional,Medium
Fariha Khan,Pallmall Group,38,Ironing,61,Low,Unknown,Poor,0,Healthy,Basic,Day,Rare,Medium
Shamina Begum,Pallmall Group,5,Sewing,61,Low,Light,Poor,0,Minor_Chronic,Advanced,Evening,Frequent,Medium
Shamina Begum,Pallmall Group,5,Packaging,40,Unknown,Light,Poor,1,Healthy,Unknown,Night,Occasional,High
Nazia Sultana,Pallmall Group,2,Sewing,66,Unknown,Light,Poor,0,Healthy,Unknown,Day,Occasional,High
Rahim Ahmed,Pallmall Group,6,Packaging,41,Unknown,Heavy,Poor,0,Healthy,Basic,Evening,Occasional,Medium
Taslima Akter,Pallmall Group,7,Packaging,38,High,Unknown,Average,1,Healthy,Advanced,Night,Occasional,Medium
Rahim Ahmed,Pallmall Group,14,Cutting,65,Medium,Unknown,Good,0,Healthy,Advanced,Night,Rare,Medium
Abdul Latif,Pallmall Group,28,Packaging,31,Medium,Heavy,Average,0,Minor_Chronic,Advanced,Evening,Occasional,Low
Shamina Begum,Pallmall Group,32,Ironing,60,Unknown,Light,Average,1,Minor_Chronic,Basic,Evening,Occasional,Low
Abdul Latif,Pallmall Group,29,Ironing,34,High,Unknown,Poor,0,Healthy,Advanced,Evening,Occasional,Medium
Abdul Latif,Pallmall Group,38,Sewing,68,Unknown,Heavy,Good,0,Healthy,Unknown,Evening,Rare,High
Mushfiqur Rahman,Pallmall Group,26,Sewing,35,Low,Heavy,Average,0,Healthy,Basic,Day,Rare,Medium
Abdul Latif,Pallmall Group,35,Machine_Maintenance,64,Medium,Light,Good,1,Minor_Chronic,Basic,Day,Rare,High
Rasel Hossain,Pallmall Group,28,Cutting,37,Unknown,Heavy,Good,0,Healthy,Unknown,Day,Rare,Medium
Fariha Khan,Pallmall Group,37,Ironing,42,Unknown,Light,Good,0,Healthy,Basic,Day,Rare,Low
Fariha Khan,Pallmall Group,32,Ironing,65,Unknown,Heavy,Poor,1,Healthy,Basic,Day,Occasional,High
Abdul Latif,Pallmall Group,36,Dyeing,42,Unknown,Heavy,Average,0,Healthy,Basic,Day,Rare,Low
Rasel Hossain,Pallmall Group,26,Sewing,32,Low,Unknown,Poor,0,Healthy,Basic,Night,Rare,Medium
Taslima Akter,Pallmall Group,32,Cutting,56,Low,Light,Poor,0,Healthy,Advanced,Night,Occasional,Medium
Taslima Akter,Pallmall Group,3,Packaging,46,Medium,Unknown,Poor,0,Healthy,Basic,Evening,Rare,Medium
Taslima Akter,Pallmall Group,21,Sewing,37,Low,Unknown,Good,1,Healthy,Basic,Night,Occasional,Medium
Rasel Hossain,Pallmall Group,1,Sewing,39,Low,Heavy,Good,0,Healthy,Basic,Night,Occasional,Medium
Shamina Begum,Pallmall Group,9,Sewing,31,Unknown,Light,Poor,0,Healthy,Basic,Night,Rare,Medium
Taslima Akter,Pallmall Group,4,Cutting,58,Unknown,Heavy,Average,0,Healthy,Unknown,Day,Rare,High
Abdul Latif,Pallmall Group,9,Machine_Maintenance,45,High,Heavy,Good,0,Healthy,Advanced,Day,Occasional,High
Rahim Ahmed,Pallmall Group,32,Sewing,43,Unknown,Heavy,Average,0,Healthy,Unknown,Day,Rare,Low
Fariha Khan,Pallmall Group,37,Sewing,67,Low,Heavy,Average,0,Minor_Chronic,Unknown,Day,Frequent,Medium
Shahidul Islam,Pallmall Group,12,Cutting,63,Unknown,Light,Average,1,Healthy,Unknown,Night,Occasional,High
Abdul Latif,Pallmall Group,30,Packaging,52,Low,Light,Average,0,Minor_Chronic,Advanced,Day,Rare,Low
Fariha Khan,Pallmall Group,35,Dyeing,50,Low,Unknown,Average,0,Healthy,Unknown,Day,Occasional,Low
Nazia Sultana,Pallmall Group,23,Cutting,39,Unknown,Light,Average,1,Healthy,Basic,Day,Occasional,Low
Mariam Noor,Pallmall Group,14,Packaging,61,Unknown,Light,Average,0,Healthy,Unknown,Day,Rare,Low
Abdul Latif,Pallmall Group,28,Dyeing,63,Low,Light,Poor,2,Healthy,Advanced,Evening,Rare,High
Mariam Noor,Pallmall Group,7,Machine_Maintenance,64,Unknown,Light,Average,0,Healthy,Advanced,Evening,Occasional,Medium
Fariha Khan,Pallmall Group,4,Packaging,30,Unknown,Heavy,Poor,1,Minor_Chronic,Basic,Day,Frequent,Medium
Nazia Sultana,Pallmall Group,28,Sewing,36,Low,Light,Average,1,Minor_Chronic,Advanced,Evening,Rare,Medium
Shamina Begum,Pallmall Group,3,Sewing,45,Unknown,Light,Poor,0,Healthy,Basic,Evening,Occasional,Low
Rahim Ahmed,Pallmall Group,11,Sewing,62,Medium,Light,Good,0,Healthy,Advanced,Evening,Rare,Medium
Shahidul Islam,Pallmall Group,1,Cutting,61,Low,Unknown,Average,2,Healthy,Advanced,Day,Occasional,High
Mariam Noor,Pallmall Group,26,Supervisor,68,Unknown,Light,Average,1,Healthy,Basic,Day,Occasional,Low
Shahidul Islam,Pallmall Group,30,Cutting,41,Low,Heavy,Good,2,Serious_Chronic,Basic,Day,Occasional,High
Nazia Sultana,Pallmall Group,35,Sewing,31,Low,Light,Good,0,Healthy,Advanced,Evening,Occasional,Low
Fariha Khan,Pallmall Group,35,Packaging,56,Unknown,Light,Good,2,Serious_Chronic,Basic,Day,Rare,Medium
Rahim Ahmed,Pallmall Group,25,Ironing,68,Unknown,Light,Average,0,Healthy,Advanced,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,26,Sewing,42,Unknown,Unknown,Poor,1,Healthy,Basic,Day,Rare,Medium
Shahidul Islam,Pallmall Group,4,Cutting,55,Unknown,Light,Good,1,Healthy,Basic,Evening,Occasional,Low
Shahidul Islam,Pallmall Group,19,Cutting,43,Unknown,Light,Good,1,Healthy,Basic,Evening,Frequent,Low
Nazia Sultana,Pallmall Group,10,Packaging,39,Unknown,Light,Good,0,Healthy,Advanced,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,9,Sewing,32,Unknown,Heavy,Average,0,Healthy,Basic,Evening,Rare,Medium
Shamina Begum,Pallmall Group,39,Sewing,61,Low,Heavy,Average,2,Healthy,Unknown,Day,Occasional,High
Mariam Noor,Pallmall Group,37,Ironing,28,Low,Light,Poor,0,Healthy,Basic,Day,Occasional,Low
Mariam Noor,Pallmall Group,5,Sewing,66,Low,Heavy,Average,2,Healthy,Advanced,Day,Frequent,High
Shamina Begum,Pallmall Group,7,Dyeing,59,Medium,Light,Poor,1,Healthy,Basic,Day,Occasional,High
Shahidul Islam,Pallmall Group,22,Ironing,53,Medium,Heavy,Poor,2,Healthy,Basic,Night,Occasional,High
